Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,92.250000,93.050003,91.809998,92.830002,81.835480,10220400
2015-01-05,92.099998,92.400002,89.500000,90.290001,79.596313,18502400
2015-01-06,90.239998,91.410004,89.019997,89.809998,79.173157,16670700
2015-01-07,90.650002,91.480003,90.000000,90.720001,79.975380,13590700
2015-01-08,91.250000,92.269997,91.000000,92.230003,81.306534,15487500
2015-01-09,92.300003,92.779999,91.370003,92.099998,81.191933,14449800
2015-01-12,91.239998,91.339996,89.820000,90.330002,79.631577,15176300
2015-01-13,90.879997,91.430000,89.110001,90.000000,79.340652,17469000
2015-01-14,88.949997,89.889999,87.260002,89.739998,79.111450,23272100
2015-01-15,89.739998,90.660004,88.510002,88.959999,78.423836,18759600
2015-01-16,88.980003,91.190002,88.980003,91.120003,80.328026,17713100
2015-01-20,91.139999,91.779999,90.379997,91.089996,80.301552,16365800
2015-01-21,91.739998,91.989998,91.010002,91.870003,80.989189,14276400
2015-01-22,92.309998,92.970001,91.320000,92.870003,81.870750,13559000
2015-01-23,92.279999,92.480003,90.790001,90.889999,80.125244,14578100
2015-01-26,90.610001,91.940002,90.470001,91.760002,80.892197,10672500
2015-01-27,91.239998,91.599998,90.599998,90.949997,80.178139,12301500
2015-01-28,90.879997,90.930000,87.820000,87.949997,77.533447,17829700
2015-01-29,88.220001,88.260002,86.029999,87.580002,77.207268,22683000
2015-01-30,87.160004,88.419998,86.250000,87.419998,77.066216,22679900
2015-02-02,87.849998,89.589996,87.500000,89.580002,78.970398,20306300
2015-02-03,90.900002,92.330002,90.809998,92.250000,81.324173,21870200
2015-02-04,91.639999,92.269997,90.510002,91.459999,80.627747,19632200
2015-02-05,92.389999,92.540001,91.699997,92.360001,81.421143,12809000
2015-02-06,92.099998,92.279999,90.959999,91.500000,81.270134,12185900
2015-02-09,91.400002,92.290001,91.239998,91.559998,81.323441,11360700
2015-02-10,91.739998,91.739998,90.300003,91.010002,80.834938,12952900
2015-02-11,90.019997,90.830002,89.790001,90.599998,80.470779,12240600
2015-02-12,91.459999,92.660004,91.019997,92.370003,82.042892,14843000
2015-02-13,92.699997,93.449997,92.279999,93.370003,82.931099,12061000
2015-02-17,92.750000,93.070000,92.290001,93.050003,82.646851,11758700
2015-02-18,91.989998,91.989998,90.389999,91.010002,80.834938,19112800
2015-02-19,89.639999,90.419998,88.580002,89.440002,79.440468,19350600
2015-02-20,89.400002,89.940002,88.849998,89.919998,79.866798,15959900
2015-02-23,89.260002,89.550003,88.739998,89.010002,79.058540,12771800
2015-02-24,89.330002,89.779999,89.129997,89.419998,79.422699,9986000
2015-02-25,89.570000,89.699997,89.080002,89.599998,79.582573,9925700
2015-02-26,89.129997,89.180000,88.080002,88.650002,78.738800,13984000
2015-02-27,88.889999,89.279999,88.339996,88.540001,78.641090,13090600
2015-03-02,88.339996,88.519997,87.349998,88.040001,78.196999,13793700
2015-03-03,87.930000,88.019997,87.129997,87.620003,77.823936,13493800
2015-03-04,87.959999,87.959999,86.930000,87.180000,77.433136,13413500
2015-03-05,87.070000,87.190002,86.519997,86.739998,77.042336,12527600
2015-03-06,86.410004,86.599998,85.320000,85.629997,76.056435,16070500
2015-03-09,86.120003,86.379997,85.120003,85.160004,75.638977,14503800
2015-03-10,84.820000,85.529999,84.239998,84.260002,74.839600,17158900
2015-03-11,84.930000,84.930000,84.000000,84.019997,74.626427,13004700
2015-03-12,84.430000,84.720001,84.059998,84.220001,74.804077,10792900
2015-03-13,83.900002,84.180000,82.680000,83.870003,74.493210,16799900
2015-03-16,83.709999,84.860001,83.269997,84.760002,75.283699,13516200
2015-03-17,84.540001,84.849998,84.019997,84.080002,74.679710,12957300
2015-03-18,83.540001,86.370003,83.430000,86.070000,76.447235,18713900
2015-03-19,85.190002,85.500000,84.330002,84.410004,74.972839,12738500
2015-03-20,84.669998,85.400002,84.389999,84.540001,75.088287,36083500
2015-03-23,85.019997,85.779999,85.010002,85.430000,75.878792,17163200
2015-03-24,85.300003,85.779999,84.500000,84.519997,75.070526,10174300
2015-03-25,85.050003,85.570000,84.769997,84.860001,75.372528,11934700
2015-03-26,85.300003,85.570000,84.089996,84.320000,74.892876,14400700
2015-03-27,84.040001,84.050003,83.330002,83.580002,74.235626,11094600
2015-03-30,84.269997,85.820000,84.250000,85.629997,76.056435,15653200
2015-03-31,84.849998,85.339996,84.459999,85.000000,75.496864,13354000
2015-04-01,85.699997,86.000000,84.260002,84.459999,75.017220,14442800
2015-04-02,84.089996,84.940002,83.849998,84.300003,74.875130,11297400
2015-04-06,85.150002,85.639999,84.199997,85.129997,75.612328,10916400
2015-04-07,85.010002,86.169998,84.760002,85.750000,76.163017,11836100
2015-04-08,85.800003,85.900002,84.019997,84.059998,74.661949,16257100
2015-04-09,84.000000,84.730003,83.809998,84.650002,75.185989,13281800
2015-04-10,85.370003,86.040001,84.769997,85.559998,75.994263,13372400
2015-04-13,85.919998,86.250000,85.239998,85.339996,75.798859,9880500
2015-04-14,85.599998,87.480003,85.529999,86.629997,76.944633,15483900
2015-04-15,87.139999,88.529999,87.139999,88.080002,78.232513,15332800
2015-04-16,87.879997,88.160004,87.110001,87.730003,77.921646,9570800
2015-04-17,87.139999,87.360001,86.160004,86.930000,77.211090,14430100
2015-04-20,87.129997,88.099998,87.080002,87.239998,77.486420,11545300
2015-04-21,87.379997,87.620003,86.690002,86.879997,77.166679,10100500
2015-04-22,87.040001,87.800003,86.339996,87.459999,77.681831,8663600
2015-04-23,87.360001,88.379997,87.309998,87.540001,77.752892,9866100
2015-04-24,87.190002,87.360001,86.660004,86.970001,77.246620,8405700
2015-04-27,87.410004,87.599998,86.760002,87.010002,77.282150,10534600
2015-04-28,87.220001,87.860001,87.040001,87.800003,77.983826,9633800
2015-04-29,87.500000,88.070000,86.959999,87.870003,78.045998,12534100
2015-04-30,88.669998,88.669998,87.220001,87.370003,77.601891,13947700
2015-05-01,87.849998,88.949997,87.699997,88.849998,78.916435,12257100
2015-05-04,89.419998,89.879997,88.949997,89.110001,79.147377,10343700
2015-05-05,89.970001,90.089996,88.519997,88.610001,78.703270,11895000
2015-05-06,89.650002,89.959999,87.790001,88.190002,78.330215,11273500
2015-05-07,88.000000,88.099998,86.919998,87.599998,77.806175,9992500
2015-05-08,88.470001,89.070000,87.820000,88.989998,79.040771,11390300
2015-05-11,88.529999,88.570000,86.650002,86.779999,77.715370,11997800
2015-05-12,86.889999,87.459999,86.419998,87.019997,77.930290,9788900
2015-05-13,87.279999,87.730003,86.400002,86.559998,77.518349,8629400
2015-05-14,86.930000,87.339996,86.750000,86.970001,77.885529,8791300
2015-05-15,86.800003,87.620003,86.599998,87.349998,78.225822,8422200
2015-05-18,87.309998,87.459999,86.779999,86.849998,77.778053,6371000
2015-05-19,86.470001,87.209999,86.209999,86.989998,77.903427,9777100
2015-05-20,87.389999,87.400002,86.910004,87.129997,78.028816,7276600
2015-05-21,87.279999,87.440002,86.959999,87.209999,78.100449,8357400
2015-05-22,86.989998,87.099998,86.500000,86.519997,77.482529,7598400
2015-05-26,86.040001,86.370003,85.029999,85.349998,76.434723,11289000
2015-05-27,85.300003,85.889999,84.769997,85.110001,76.219818,10778300
2015-05-28,85.110001,85.570000,84.820000,85.110001,76.219818,8038900
2015-05-29,85.099998,85.580002,84.879997,85.199997,76.300415,14612900
2015-06-01,85.250000,85.470001,84.800003,85.129997,76.237717,9077500
2015-06-02,85.120003,85.589996,84.910004,85.139999,76.246666,9252400
2015-06-03,85.230003,85.839996,84.860001,84.949997,76.076530,8179500
2015-06-04,84.699997,84.889999,83.779999,84.220001,75.422783,12607300
2015-06-05,84.129997,85.000000,83.980003,84.279999,75.476509,11388500
2015-06-08,84.180000,85.209999,83.930000,84.849998,75.986969,12219700
2015-06-09,85.290001,85.430000,84.489998,84.580002,75.745171,8105500
2015-06-10,85.839996,85.970001,85.000000,85.209999,76.309357,10147000
2015-06-11,85.300003,85.699997,84.889999,85.089996,76.201897,7759300
2015-06-12,84.580002,84.680000,83.860001,84.019997,75.243660,8347300
2015-06-15,83.529999,83.980003,83.190002,83.720001,74.975006,9563900
2015-06-16,83.809998,84.750000,83.400002,84.680000,75.834732,9100100
2015-06-17,85.029999,85.129997,84.410004,84.730003,75.879509,9090200
2015-06-18,84.800003,85.959999,84.720001,85.480003,76.551163,10247800
2015-06-19,84.919998,85.480003,84.919998,85.209999,76.309357,16129600
2015-06-22,85.389999,85.599998,84.970001,85.169998,76.273544,9465100
2015-06-23,85.220001,85.279999,84.589996,85.070000,76.183983,10223900
2015-06-24,84.889999,85.339996,84.660004,84.680000,75.834732,11800100
2015-06-25,84.849998,84.849998,83.930000,83.930000,75.163063,10259400
2015-06-26,83.830002,84.099998,83.489998,83.860001,75.100380,19023300
2015-06-29,83.050003,83.449997,82.800003,82.820000,74.169006,11739200
2015-06-30,83.739998,84.900002,82.800003,83.199997,74.509300,14981100
2015-07-01,83.279999,83.529999,82.110001,82.370003,73.766037,13529100
2015-07-02,82.790001,83.279999,82.550003,83.139999,74.455589,9188000
2015-07-06,82.419998,83.059998,82.120003,82.529999,73.909325,11694400
2015-07-07,82.190002,83.230003,81.489998,82.870003,74.213783,15641500
2015-07-08,82.250000,82.980003,81.910004,81.970001,73.407791,10057000
