Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,86.269997,86.720001,85.550003,85.900002,78.209122,4501800
2015-01-05,85.720001,86.320000,85.510002,85.650002,77.981491,6979000
2015-01-06,85.980003,86.750000,85.790001,86.309998,78.582397,8205100
2015-01-07,86.779999,88.680000,86.669998,88.599998,80.667374,8498400
2015-01-08,89.209999,90.669998,89.070000,90.470001,82.369934,12713600
2015-01-09,90.320000,90.389999,89.250000,89.349998,81.350220,8486300
2015-01-12,89.360001,90.309998,89.220001,90.019997,81.960236,7372500
2015-01-13,90.800003,90.970001,88.930000,89.309998,81.313789,8215400
2015-01-14,87.650002,88.519997,86.500000,86.610001,78.855530,11954300
2015-01-15,87.000000,87.779999,86.699997,87.379997,79.556602,9412700
2015-01-16,87.199997,87.459999,86.230003,86.769997,79.001205,8408900
2015-01-20,86.820000,87.699997,85.550003,86.690002,78.928383,7636600
2015-01-21,86.099998,86.910004,85.709999,86.639999,78.882851,8173800
2015-01-22,87.230003,88.400002,86.860001,88.300003,80.394226,7123800
2015-01-23,88.419998,89.260002,87.889999,88.510002,80.585426,7532300
2015-01-26,88.309998,89.160004,88.120003,88.629997,80.694702,4666700
2015-01-27,88.279999,88.459999,87.260002,87.529999,79.693169,6020500
2015-01-28,88.019997,88.230003,86.769997,86.820000,79.046722,5936800
2015-01-29,87.070000,87.720001,86.269997,87.720001,79.866158,6522800
2015-01-30,86.779999,87.360001,84.900002,84.980003,77.371483,10280200
2015-02-02,84.790001,85.870003,83.930000,85.709999,78.036125,6927200
2015-02-03,85.830002,86.529999,85.660004,86.190002,78.473145,8241500
2015-02-04,86.110001,87.040001,86.000000,86.650002,78.891968,8932300
2015-02-05,87.110001,87.360001,86.559998,87.279999,79.465561,5090800
2015-02-06,87.260002,88.000000,86.779999,87.330002,79.511093,5550700
2015-02-09,86.970001,87.190002,85.639999,85.910004,78.218224,5456200
2015-02-10,86.620003,87.410004,86.419998,87.290001,79.474663,5732100
2015-02-11,86.629997,87.120003,85.919998,86.339996,78.609718,5853100
2015-02-12,86.559998,86.680000,85.230003,85.889999,78.200012,6941600
2015-02-13,85.839996,86.160004,85.320000,85.809998,78.127159,5597000
2015-02-17,85.430000,85.970001,84.970001,85.959999,78.263741,5087200
2015-02-18,85.959999,86.300003,85.519997,86.290001,78.564201,5929200
2015-02-19,84.500000,84.800003,83.389999,83.519997,76.042191,18646800
2015-02-20,82.730003,84.379997,82.550003,84.300003,76.752365,13840400
